Date,Open,High,Low,Close,Adj Close,Volume
3/12/2019,0.004663,0.004663,0.004597,0.004613,0.004613,0
10/12/2019,0.004611,0.004672,0.004611,0.004662,0.004662,0
17/12/2019,0.004651,0.004657,0.004641,0.004647,0.004647,0
24/12/2019,0.004652,0.004669,0.004641,0.004657,0.004657,0
31/12/2019,0.004631,0.004631,0.004591,0.004591,0.004591,0
7/01/2020,0.004601,0.004669,0.004574,0.004663,0.004663,0
14/01/2020,0.004683,0.004683,0.004669,0.004681,0.004681,0
21/01/2020,0.004675,0.004678,0.004629,0.004657,0.004657,0
28/01/2020,0.004631,0.004642,0.004594,0.004618,0.004618,0
4/02/2020,0.0046,0.00466,0.0046,0.004656,0.004656,0
11/02/2020,0.004634,0.004659,0.004634,0.00465,0.00465,0
18/02/2020,0.004646,0.004743,0.004646,0.004737,0.004737,0
25/02/2020,0.004714,0.004714,0.004565,0.004605,0.004605,0
3/03/2020,0.004585,0.004585,0.004345,0.004467,0.004467,0
10/03/2020,0.004385,0.004542,0.004385,0.004542,0.004542,0
17/03/2020,0.004518,0.004643,0.004518,0.004622,0.004622,0
24/03/2020,0.00466,0.00466,0.004496,0.004554,0.004554,0
31/03/2020,0.0045,0.004579,0.004456,0.004533,0.004533,0
7/04/2020,0.004575,0.004579,0.004546,0.004577,0.004577,0
14/04/2020,0.004536,0.004544,0.004507,0.004536,0.004536,0
21/04/2020,0.004521,0.004534,0.004492,0.004505,0.004505,0
28/04/2020,0.004495,0.004534,0.004459,0.004534,0.004534,0
5/05/2020,0.004466,0.004527,0.004461,0.004478,0.004478,0
12/05/2020,0.004525,0.004533,0.004488,0.004508,0.004508,0
19/05/2020,0.004571,0.004571,0.004541,0.004547,0.004547,0
26/05/2020,0.004555,0.004569,0.004538,0.004538,0.004538,0
2/06/2020,0.004565,0.004669,0.004562,0.004628,0.004628,0
9/06/2020,0.004589,0.004598,0.00449,0.004561,0.004561,0
16/06/2020,0.004587,0.004587,0.004516,0.004533,0.004533,0
23/06/2020,0.004559,0.004559,0.004521,0.004536,0.004536,0
30/06/2020,0.004553,0.004596,0.004548,0.004563,0.004563,0
7/07/2020,0.004567,0.004578,0.004529,0.004546,0.004546,0
14/07/2020,0.004564,0.004576,0.004535,0.00455,0.00455,0
21/07/2020,0.004557,0.004577,0.004474,0.004524,0.004524,0
28/07/2020,0.004493,0.004512,0.004452,0.004452,0.004452,0
4/08/2020,0.004524,0.004524,0.004486,0.004491,0.004491,0
11/08/2020,0.004505,0.004548,0.004505,0.004538,0.004538,0
18/08/2020,0.004514,0.004514,0.004478,0.00449,0.00449,0
25/08/2020,0.004494,0.00454,0.004481,0.004481,0.004481,0
1/09/2020,0.00451,0.00453,0.004481,0.004516,0.004516,0
8/09/2020,0.004515,0.004536,0.004497,0.004516,0.004516,0
15/09/2020,0.004494,0.004494,0.004421,0.004436,0.004436,0
22/09/2020,0.004443,0.004494,0.004438,0.004479,0.004479,0
29/09/2020,0.004485,0.004511,0.004469,0.004469,0.004469,0
6/10/2020,0.004503,0.004506,0.004471,0.0045,0.0045,0
13/10/2020,0.004481,0.004484,0.004466,0.004477,0.004477,0
20/10/2020,0.004491,0.004497,0.004442,0.004453,0.004453,0
27/10/2020,0.004454,0.004454,0.004425,0.004439,0.004439,0
3/11/2020,0.004453,0.004455,0.004392,0.004392,0.004392,0
10/11/2020,0.004439,0.004483,0.004439,0.004461,0.004461,0
17/11/2020,0.004458,0.004458,0.004408,0.004413,0.004413,0
24/11/2020,0.004424,0.004462,0.004424,0.004432,0.004432,0
1/12/2020,0.004431,0.004492,0.004422,0.004431,0.004431,0
8/12/2020,0.004434,0.004457,0.004421,0.004436,0.004436,0
15/12/2020,0.004439,0.004439,0.004388,0.004408,0.004408,0
22/12/2020,0.004433,0.004433,0.004392,0.004408,0.004408,0
29/12/2020,0.004434,0.004434,0.004392,0.004392,0.004392,0
5/01/2021,0.004393,0.004452,0.004389,0.004434,0.004434,0
12/01/2021,0.00445,0.004456,0.004416,0.004423,0.004423,0
19/01/2021,0.004448,0.004448,0.00442,0.004429,0.004429,0
26/01/2021,0.004428,0.004488,0.004428,0.004482,0.004482,0
2/02/2021,0.004487,0.004541,0.004487,0.004524,0.004524,0
9/02/2021,0.00452,0.00452,0.004476,0.004499,0.004499,0
16/02/2021,0.004523,0.004541,0.004508,0.004508,0.004508,0
23/02/2021,0.004508,0.004568,0.004505,0.004555,0.004555,0
2/03/2021,0.004571,0.004645,0.004571,0.004639,0.004639,0
9/03/2021,0.004661,0.004676,0.004638,0.004675,0.004675,0
16/03/2021,0.004665,0.00467,0.004645,0.004647,0.004647,0
23/03/2021,0.004647,0.004686,0.00462,0.004686,0.004686,0
30/03/2021,0.004691,0.004739,0.004691,0.004739,0.004739,0
6/04/2021,0.004741,0.004741,0.004673,0.004692,0.004692,0
13/04/2021,0.004667,0.004667,0.004621,0.004647,0.004647,0
20/04/2021,0.004632,0.004632,0.004608,0.004624,0.004624,0
27/04/2021,0.004622,0.00468,0.004622,0.004652,0.004652,0
4/05/2021,0.004665,0.004682,0.004648,0.004676,0.004676,0
11/05/2021,0.004644,0.004689,0.00464,0.004678,0.004678,0
18/05/2021,0.004665,0.004674,0.004646,0.004648,0.004648,0
25/05/2021,0.004655,0.004705,0.004649,0.004705,0.004705,0
1/06/2021,0.004695,0.004711,0.004689,0.004711,0.004711,0
